,Cidade,Estado,Forma,Data,Hora,Dias_da_Semana,Dia,Mês
63135,Katy,TX,Triangle,4/19/12,20:00,Quinta-feira,19,4
63136,Livingston,TX,Light,4/17/12,22:24,Terça-feira,17,4
63137,Victoria,TX,Rectangle,4/17/12,21:30,Terça-feira,17,4
63138,Austin/Florence,TX,Changing,4/15/12,02:00,Domingo,15,4
63139,Amarillo,TX,Circle,4/14/12,20:00,Sábado,14,4
63140,Galveston,TX,Light,4/10/12,20:15,Terça-feira,10,4
63141,Livingston (east of),TX,Sphere,4/10/12,02:54,Terça-feira,10,4
63142,Georgetown,TX,Light,4/10/12,01:00,Terça-feira,10,4
63143,Texas city,TX,Oval,4/9/12,22:00,Segunda-feira,9,4
63144,Dallas,TX,Triangle,4/7/12,22:30,Sábado,7,4
63145,Cedar Park,TX,Changing,4/7/12,21:00,Sábado,7,4
63146,Wichita Falls,TX,Light,4/6/12,23:00,Sexta-feira,6,4
63147,Baytown,TX,Oval,4/2/12,19:50,Segunda-feira,2,4
63148,The Woodlands,TX,Formation,5/30/12,22:30,Quarta-feira,30,5
63149,Houston,TX,Fireball,5/26/12,22:55,Sábado,26,5
63150,San Antonio,TX,Circle,5/23/12,00:15,Quarta-feira,23,5
63151,Lago Vista,TX,Circle,5/21/12,21:45,Segunda-feira,21,5
63152,League City,TX,Fireball,5/18/12,21:00,Sexta-feira,18,5
63153,San Antonio,TX,Cigar,5/16/12,10:45,Quarta-feira,16,5
63154,Highland Village,TX,Circle,5/12/12,21:30,Sábado,12,5
63155,Pearland,TX,Circle,5/12/12,21:30,Sábado,12,5
63156,Devine,TX,Disk,5/12/12,08:00,Sábado,12,5
63157,Real County,TX,Triangle,5/11/12,07:30,Sexta-feira,11,5
63158,Sour lake,TX,Light,5/9/12,22:18,Quarta-feira,9,5
63159,Fort Worth,TX,Disk,5/8/12,23:00,Terça-feira,8,5
63160,Santa Fe,TX,Circle,5/4/12,22:25,Sexta-feira,4,5
63161,Brownwood,TX,Fireball,5/3/12,21:00,Quinta-feira,3,5
63162,Brownfield,TX,Triangle,5/2/12,11:10,Quarta-feira,2,5
63163,Springtown,TX,Light,6/26/12,21:30,Terça-feira,26,6
63164,Mabank,TX,Light,6/26/12,09:32,Terça-feira,26,6
63165,El Paso,TX,Circle,6/26/12,00:00,Terça-feira,26,6
63166,Cotulla,TX,Light,6/25/12,22:00,Segunda-feira,25,6
63167,Longview,TX,Triangle,6/21/12,02:00,Quinta-feira,21,6
63168,Mount Pleasant,TX,Sphere,6/14/12,22:00,Quinta-feira,14,6
63169,Pidcoke,TX,Triangle,6/6/12,05:25,Quarta-feira,6,6
63170,Bowie,TX,Oval,6/5/12,10:17,Terça-feira,5,6
63171,San Antonio,TX,Fireball,6/1/12,22:30,Sexta-feira,1,6
63172,Cibolo,TX,Triangle,6/1/12,00:00,Sexta-feira,1,6
63173,Montgomery,TX,Disk,7/31/12,23:00,Terça-feira,31,7
63174,Rhome,TX,Oval,7/21/12,10:30,Sábado,21,7
63175,Houston,TX,Light,7/17/12,06:30,Terça-feira,17,7
63176,Terrell,TX,Triangle,7/15/12,23:00,Domingo,15,7
63177,Mesquite,TX,Circle,7/14/12,00:05,Sábado,14,7
63178,Amarillo,TX,Fireball,7/9/12,23:30,Segunda-feira,9,7
63179,Bedford,TX,Light,7/6/12,22:00,Sexta-feira,6,7
63180,New Caney,TX,Fireball,7/5/12,00:45,Quinta-feira,5,7
63181,Burleson,TX,Circle,7/4/12,23:35,Quarta-feira,4,7
63182,Hutto,TX,Light,7/4/12,22:10,Quarta-feira,4,7
63183,Houston,TX,Light,7/4/12,22:00,Quarta-feira,4,7
63184,Portland,TX,Circle,7/4/12,21:45,Quarta-feira,4,7
63185,Dallas,TX,Fireball,7/4/12,21:20,Quarta-feira,4,7
63186,Dallas,TX,Fireball,7/4/12,21:20,Quarta-feira,4,7
63187,Cedar Park,TX,Circle,7/4/12,21:15,Quarta-feira,4,7
63188,Galveston,TX,Triangle,7/4/12,21:00,Quarta-feira,4,7
63189,Houston,TX,Disk,8/31/12,06:40,Sexta-feira,31,8
63190,Austin,TX,Fireball,8/29/12,22:35,Quarta-feira,29,8
63191,Providence Village,TX,Light,8/29/12,20:30,Quarta-feira,29,8
63192,Houston,TX,Cylinder,8/28/12,20:00,Terça-feira,28,8
63193,Tomball,TX,Light,8/27/12,20:45,Segunda-feira,27,8
63194,Ennis,TX,Changing,8/26/12,01:44,Domingo,26,8
63195,Clear Lake,TX,Sphere,8/24/12,22:00,Sexta-feira,24,8
63196,Colorado City,TX,Chevron,8/23/12,00:00,Quinta-feira,23,8
63197,Victoria,TX,Triangle,8/21/12,22:47,Terça-feira,21,8
63198,Lewisville,TX,Cylinder,8/19/12,21:30,Domingo,19,8
63199,Corpus Christi,TX,Light,8/18/12,21:25,Sábado,18,8
63200,Abilene,TX,Oval,8/17/12,21:30,Sexta-feira,17,8
63201,San Antonio,TX,Sphere,8/14/12,10:15,Terça-feira,14,8
63202,San Antonio,TX,Rectangle,8/13/12,15:00,Segunda-feira,13,8
63203,Austin,TX,Circle,8/11/12,00:33,Sábado,11,8
63204,Brownsville,TX,Oval,8/10/12,06:00,Sexta-feira,10,8
63205,McAllen,TX,Oval,8/8/12,23:00,Quarta-feira,8,8
63206,Cuero,TX,Triangle,8/8/12,21:30,Quarta-feira,8,8
63207,Brownfield,TX,Triangle,8/7/12,22:30,Terça-feira,7,8
63208,Galveston,TX,Oval,8/6/12,18:55,Segunda-feira,6,8
63209,Houston,TX,Fireball,8/5/12,22:23,Domingo,5,8
63210,San Antonio,TX,Circle,9/29/12,20:19,Sábado,29,9
63211,Mansfield,TX,Rectangle,9/28/12,19:30,Sexta-feira,28,9
63212,Gladewater,TX,Circle,9/28/12,01:15,Sexta-feira,28,9
63213,Denton,TX,Diamond,9/23/12,02:30,Domingo,23,9
63214,Houston,TX,Circle,9/20/12,20:00,Quinta-feira,20,9
63215,Garland,TX,Light,9/20/12,04:00,Quinta-feira,20,9
63216,Stephenville,TX,Chevron,9/18/12,23:00,Terça-feira,18,9
63217,Carmine,TX,Fireball,9/17/12,21:00,Segunda-feira,17,9
63218,Spring,TX,Light,9/14/12,22:00,Sexta-feira,14,9
63219,Ft. Worth,TX,Fireball,9/12/12,20:22,Quarta-feira,12,9
63220,Corpus Christi,TX,Sphere,9/11/12,02:00,Terça-feira,11,9
63221,Killeen,TX,Circle,9/10/12,23:45,Segunda-feira,10,9
63222,Weslaco,TX,Light,9/10/12,21:26,Segunda-feira,10,9
63223,Rancho Viejo,TX,Formation,9/9/12,09:14,Domingo,9,9
63224,Austin,TX,Triangle,9/8/12,23:05,Sábado,8,9
63225,Waxahachie,TX,Changing,9/8/12,12:30,Sábado,8,9
63226,Fort Worth,TX,Fireball,9/7/12,02:45,Sexta-feira,7,9
63227,Austin,TX,Triangle,9/6/12,21:45,Quinta-feira,6,9
63228,Rancho Viejo,TX,Circle,9/4/12,08:56,Terça-feira,4,9
63229,Mason,TX,Oval,9/3/12,17:15,Segunda-feira,3,9
63230,Caldwell,TX,Diamond,9/2/12,18:00,Domingo,2,9
63231,Houston,TX,Fireball,9/2/12,10:05,Domingo,2,9
63232,Pinehurst,TX,Light,10/31/12,20:15,Quarta-feira,31,10
63233,The Woodlands,TX,Light,10/31/12,19:30,Quarta-feira,31,10
63234,Tomball,TX,Light,10/31/12,19:11,Quarta-feira,31,10
63235,Midlothian,TX,Triangle,10/30/12,23:30,Terça-feira,30,10
63236,College Station,TX,Triangle,10/29/12,01:40,Segunda-feira,29,10
63237,Houston,TX,Fireball,10/28/12,16:40,Domingo,28,10
63238,Arlington,TX,Triangle,10/27/12,23:15,Sábado,27,10
63239,Brownwood,TX,Light,10/24/12,21:30,Quarta-feira,24,10
63240,Lampasas,TX,Light,10/24/12,21:00,Quarta-feira,24,10
63241,San Saban/Lampasas (In between),TX,Formation,10/24/12,20:30,Quarta-feira,24,10
63242,Seguin (near),TX,Flash,10/21/12,22:00,Domingo,21,10
63243,El Paso,TX,Fireball,10/20/12,19:20,Sábado,20,10
63244,Katy,TX,Triangle,10/19/12,20:35,Sexta-feira,19,10
63245,Round Rock,TX,Light,10/14/12,19:00,Domingo,14,10
63246,Fort Worth,TX,Circle,10/14/12,07:30,Domingo,14,10
63247,Austin,TX,Changing,10/10/12,21:00,Quarta-feira,10,10
63248,San Antonio,TX,Diamond,10/9/12,20:15,Terça-feira,9,10
63249,Mineral Wells,TX,Rectangle,10/9/12,08:49,Terça-feira,9,10
63250,Killeen,TX,Light,10/8/12,19:20,Segunda-feira,8,10
63251,Garland,TX,Chevron,10/5/12,23:28,Sexta-feira,5,10
63252,McAllen,TX,Light,10/3/12,23:58,Quarta-feira,3,10
63253,Gary/Gary City,TX,Light,10/3/12,06:45,Quarta-feira,3,10
63254,Harker Heights,TX,Light,11/30/12,23:45,Sexta-feira,30,11
63255,Copperas Cove,TX,Changing,11/29/12,20:00,Quinta-feira,29,11
63256,Houston,TX,Fireball,11/28/12,17:35,Quarta-feira,28,11
63257,Galveston,TX,Oval,11/24/12,21:30,Sábado,24,11
63258,Houston,TX,Light,11/24/12,21:00,Sábado,24,11
63259,Hurst,TX,Circle,11/22/12,21:00,Quinta-feira,22,11
63260,Alice,TX,Disk,11/22/12,01:00,Quinta-feira,22,11
63261,Lake Jackson,TX,Circle,11/21/12,23:00,Quarta-feira,21,11
63262,Needville,TX,Fireball,11/21/12,19:30,Quarta-feira,21,11
63263,Gainesville,TX,Circle,11/21/12,01:14,Quarta-feira,21,11
63264,Aquilla,TX,Triangle,11/19/12,23:15,Segunda-feira,19,11
63265,Brownsville,TX,Oval,11/15/12,05:15,Quinta-feira,15,11
63266,Katy,TX,Fireball,11/13/12,19:55,Terça-feira,13,11
63267,Benbrook,TX,Cigar,11/13/12,06:30,Terça-feira,13,11
63268,Cotulla (south of),TX,Light,11/12/12,18:55,Segunda-feira,12,11
63269,Dripping Springs,TX,Fireball,11/10/12,21:00,Sábado,10,11
63270,Petersburg,TX,Flash,11/9/12,01:00,Sexta-feira,9,11
63271,Texarkana,TX,Light,11/8/12,21:40,Quinta-feira,8,11
63272,Jonah,TX,Changing,11/8/12,18:04,Quinta-feira,8,11
63273,Temple,TX,Light,11/8/12,18:00,Quinta-feira,8,11
63274,Granger,TX,Fireball,11/8/12,17:50,Quinta-feira,8,11
63275,Taylor,TX,Light,11/8/12,17:45,Quinta-feira,8,11
63276,Bertram,TX,Light,11/3/12,20:15,Sábado,3,11
63277,Denton,TX,Disk,11/3/12,15:00,Sábado,3,11
63278,Corpus Christi,TX,Cigar,11/3/12,08:30,Sábado,3,11
63279,Odessa,TX,Circle,12/31/12,23:30,Segunda-feira,31,12
63280,Karne City,TX,Fireball,12/31/12,22:00,Segunda-feira,31,12
63281,Livingston,TX,Light,12/28/12,19:00,Sexta-feira,28,12
63282,Ovilla,TX,Light,12/22/12,23:30,Sábado,22,12
63283,Dallas,TX,Light,12/22/12,06:35,Sábado,22,12
63284,Sugar Land,TX,Fireball,12/21/12,20:15,Sexta-feira,21,12
63285,Burleson,TX,Light,12/21/12,18:30,Sexta-feira,21,12
63286,Webster,TX,Changing,12/21/12,02:00,Sexta-feira,21,12
63287,"Cameron (near, on highway)",TX,Diamond,12/20/12,23:30,Quinta-feira,20,12
63288,Gunter,TX,Light,12/18/12,17:00,Terça-feira,18,12
63289,Fritch,TX,Circle,12/17/12,02:00,Segunda-feira,17,12
63290,Abilene,TX,Light,12/15/12,21:40,Sábado,15,12
63291,Rye,TX,Oval,12/13/12,16:00,Quinta-feira,13,12
63292,Garland,TX,Circle,12/13/12,,Quinta-feira,13,12
63293,Odessa,TX,Fireball,12/8/12,20:30,Sábado,8,12
63294,Abilene,TX,Formation,12/8/12,19:48,Sábado,8,12
63295,Blum,TX,Triangle,12/7/12,22:00,Sexta-feira,7,12
63296,Ingleside,TX,Fireball,12/7/12,20:00,Sexta-feira,7,12
63297,Alvarado,TX,Circle,12/7/12,19:00,Sexta-feira,7,12
63298,Denton,TX,Light,12/6/12,18:47,Quinta-feira,6,12
63299,Corpus Christi,TX,Light,12/4/12,18:45,Terça-feira,4,12
63300,Vidor,TX,Changing,1/30/13,19:05,Quarta-feira,30,1
63301,Austin,TX,Light,1/25/13,23:15,Sexta-feira,25,1
63302,San Antonio,TX,Disk,1/25/13,12:00,Sexta-feira,25,1
63303,Lubbock,TX,Rectangle,1/24/13,22:17,Quinta-feira,24,1
63304,La Marque,TX,Cigar,1/23/13,18:45,Quarta-feira,23,1
63305,Arlington,TX,Triangle,1/22/13,05:25,Terça-feira,22,1
63306,Pearland,TX,Fireball,1/17/13,23:00,Quinta-feira,17,1
63307,Austin,TX,Circle,1/17/13,18:00,Quinta-feira,17,1
63308,Montgomery,TX,Sphere,1/10/13,12:20,Quinta-feira,10,1
63309,Denton,TX,Circle,1/6/13,21:00,Domingo,6,1
63310,Canyon Lake,TX,Triangle,1/6/13,10:28,Domingo,6,1
63311,Gun Barrel City,TX,Circle,1/5/13,18:55,Sábado,5,1
63312,Fort Worth,TX,Light,1/1/13,00:20,Terça-feira,1,1
63313,Seagoville (Dallas),TX,Circle,1/1/13,00:15,Terça-feira,1,1
63314,Odessa,TX,Triangle,1/1/13,00:08,Terça-feira,1,1
63315,Wichita Falls,TX,Light,2/28/13,21:30,Quinta-feira,28,2
63316,Wichita Falls,TX,Light,2/27/13,19:00,Quarta-feira,27,2
63317,Arlington,TX,Oval,2/26/13,19:15,Terça-feira,26,2
63318,Woodville,TX,Fireball,2/26/13,08:30,Terça-feira,26,2
63319,Bastrop,TX,Disk,2/19/13,12:30,Terça-feira,19,2
63320,Austin,TX,Fireball,2/18/13,01:00,Segunda-feira,18,2
63321,Chester,TX,Changing,2/17/13,20:00,Domingo,17,2
63322,Crosby,TX,Diamond,2/15/13,03:43,Sexta-feira,15,2
63323,Houston,TX,Flash,2/15/13,01:00,Sexta-feira,15,2
63324,Houston,TX,Light,2/13/13,19:20,Quarta-feira,13,2
63325,Rio Hondo,TX,Oval,2/7/13,02:30,Quinta-feira,7,2
63326,Whitney,TX,Changing,2/4/13,18:00,Segunda-feira,4,2
63327,Lewisville,TX,Formation,2/2/13,22:45,Sábado,2,2
63328,Dallas,TX,Light,2/2/13,20:30,Sábado,2,2
63329,Katy,TX,Circle,2/1/13,22:45,Sexta-feira,1,2
63330,Orange,TX,Formation,3/31/13,22:15,Domingo,31,3
63331,Tyler,TX,Fireball,3/30/13,21:00,Sábado,30,3
63332,Spring,TX,Triangle,3/23/13,22:30,Sábado,23,3
63333,Round Mountain,TX,Sphere,3/20/13,15:00,Quarta-feira,20,3
63334,Cedar Hill,TX,Formation,3/19/13,08:00,Terça-feira,19,3
63335,Austin,TX,Changing,3/17/13,17:00,Domingo,17,3
63336,Lone Grove,TX,Fireball,3/16/13,18:45,Sábado,16,3
63337,Dallas,TX,Oval,3/14/13,18:45,Quinta-feira,14,3
63338,Huffman,TX,Fireball,3/12/13,22:50,Terça-feira,12,3
63339,Katy,TX,Diamond,3/6/13,19:15,Quarta-feira,6,3
63340,Houston,TX,Sphere,3/4/13,18:00,Segunda-feira,4,3
63341,Wichita Falls,TX,Flash,3/1/13,19:30,Sexta-feira,1,3
63342,China Spring,TX,Triangle,3/1/13,19:30,Sexta-feira,1,3
63343,Lake Jackson,TX,Fireball,3/1/13,19:20,Sexta-feira,1,3
63344,Millican,TX,Light,3/1/13,08:15,Sexta-feira,1,3
63345,Salt Lake City,TX,Disk,3/1/13,,Sexta-feira,1,3
63346,Bastrop,TX,Formation,4/30/13,22:00,Terça-feira,30,4
63347,San Antonio,TX,Fireball,4/29/13,19:15,Segunda-feira,29,4
63348,Snyder,TX,Disk,4/27/13,02:30,Sábado,27,4
63349,Bandera,TX,Light,4/27/13,01:00,Sábado,27,4
63350,Austin,TX,Rectangle,4/26/13,23:00,Sexta-feira,26,4
63351,Austin,TX,Sphere,4/19/13,20:00,Sexta-feira,19,4
63352,Arlington,TX,Cylinder,4/14/13,22:30,Domingo,14,4
63353,Garland,TX,Oval,4/13/13,21:45,Sábado,13,4
63354,Austin,TX,Light,4/12/13,23:45,Sexta-feira,12,4
63355,Del Valle,TX,Circle,4/6/13,21:00,Sábado,6,4
63356,Austin,TX,Fireball,4/6/13,20:55,Sábado,6,4
63357,Brownsville,TX,Diamond,4/6/13,10:00,Sábado,6,4
63358,Houston,TX,Circle,4/6/13,08:45,Sábado,6,4
63359,Ft. Worth,TX,Fireball,4/5/13,23:36,Sexta-feira,5,4
63360,Copperas Cove,TX,Circle,4/1/13,22:30,Segunda-feira,1,4
63361,Watauga,TX,Sphere,4/1/13,03:00,Segunda-feira,1,4
63362,Austin,TX,Sphere,5/31/13,22:00,Sexta-feira,31,5
63363,Port Neches,TX,Light,5/27/13,22:00,Segunda-feira,27,5
63364,Sullivan City,TX,Triangle,5/26/13,23:25,Domingo,26,5
63365,Galveston,TX,Sphere,5/26/13,22:10,Domingo,26,5
63366,Porter,TX,Fireball,5/25/13,20:15,Sábado,25,5
63367,El Paso,TX,Sphere,5/25/13,18:40,Sábado,25,5
63368,Hurst,TX,Rectangle,5/23/13,00:05,Quinta-feira,23,5
63369,Euless,TX,Cigar,5/23/13,00:00,Quinta-feira,23,5
63370,Grapevine,TX,Cigar,5/22/13,22:40,Quarta-feira,22,5
63371,Lubbock,TX,Triangle,5/22/13,19:02,Quarta-feira,22,5
63372,Lubbock,TX,Triangle,5/22/13,19:00,Quarta-feira,22,5
63373,Sherman,TX,Circle,5/22/13,11:30,Quarta-feira,22,5
63374,Whitney,TX,Triangle,5/21/13,23:00,Terça-feira,21,5
63375,Dallas,TX,Sphere,5/18/13,12:35,Sábado,18,5
63376,Corpus Christi,TX,Disk,5/10/13,16:50,Sexta-feira,10,5
63377,Lubbock,TX,Light,5/8/13,22:00,Quarta-feira,8,5
63378,Austin,TX,Triangle,5/5/13,22:00,Domingo,5,5
63379,Wylie,TX,Triangle,5/5/13,21:30,Domingo,5,5
63380,Montgomery,TX,Circle,5/4/13,22:00,Sábado,4,5
63381,Austin,TX,Triangle,5/4/13,21:35,Sábado,4,5
63382,Austin,TX,Light,6/28/13,23:15,Sexta-feira,28,6
63383,Wichita Falls,TX,Light,6/28/13,21:45,Sexta-feira,28,6
63384,Sulphur Springs,TX,Light,6/27/13,21:45,Quinta-feira,27,6
63385,Lexington (west of),TX,Light,6/25/13,21:00,Terça-feira,25,6
63386,Bertram,TX,Light,6/24/13,22:03,Segunda-feira,24,6
63387,Houston,TX,Light,6/23/13,21:48,Domingo,23,6
63388,Tomball,TX,Circle,6/16/13,12:00,Domingo,16,6
63389,San Antonio,TX,Disk,6/10/13,01:00,Segunda-feira,10,6
63390,Corpus Christi,TX,Oval,6/8/13,22:20,Sábado,8,6
63391,Weatherford,TX,Sphere,6/7/13,22:15,Sexta-feira,7,6
63392,Cypress,TX,Circle,6/5/13,21:00,Quarta-feira,5,6
63393,Tomball,TX,Light,6/5/13,04:45,Quarta-feira,5,6
63394,Austin,TX,Light,6/1/13,21:45,Sábado,1,6
63395,Lakeway,TX,Sphere,6/1/13,21:40,Sábado,1,6
63396,Tilden,TX,Triangle,6/1/13,21:00,Sábado,1,6
63397,Kingwood,TX,Formation,7/29/13,22:40,Segunda-feira,29,7
63398,Anna,TX,Fireball,7/28/13,20:25,Domingo,28,7
63399,San antonio,TX,Changing,7/27/13,02:00,Sábado,27,7
63400,Watauga,TX,Light,7/25/13,02:00,Quinta-feira,25,7
63401,Baytown,TX,Formation,7/18/13,21:00,Quinta-feira,18,7
63402,Missourri City,TX,Fireball,7/17/13,23:00,Quarta-feira,17,7
63403,Dallas,TX,Triangle,7/13/13,23:09,Sábado,13,7
63404,Plano,TX,Sphere,7/13/13,23:00,Sábado,13,7
63405,Lake Dallas,TX,Fireball,7/13/13,21:40,Sábado,13,7
63406,League City,TX,Circle,7/13/13,21:00,Sábado,13,7
63407,Garland,TX,Triangle,7/12/13,21:00,Sexta-feira,12,7
63408,Houston,TX,Triangle,7/7/13,22:36,Domingo,7,7
63409,Austin,TX,Sphere,7/6/13,20:00,Sábado,6,7
63410,Athens,TX,Fireball,7/5/13,22:15,Sexta-feira,5,7
63411,The Woodlands,TX,Triangle,7/4/13,22:10,Quinta-feira,4,7
63412,Hurst,TX,Light,7/4/13,22:00,Quinta-feira,4,7
63413,Sulphur Springs,TX,Formation,7/4/13,21:50,Quinta-feira,4,7
63414,Seminole,TX,Circle,7/4/13,21:00,Quinta-feira,4,7
63415,Cedar Hill,TX,Circle,7/4/13,04:30,Quinta-feira,4,7
63416,Round Rock,TX,Fireball,7/3/13,22:00,Quarta-feira,3,7
63417,Austin,TX,Circle,7/2/13,22:00,Terça-feira,2,7
63418,Corpus Christi,TX,Circle,8/30/13,01:00,Sexta-feira,30,8
63419,Garland,TX,Fireball,8/27/13,22:23,Terça-feira,27,8
63420,El Paso,TX,Light,8/26/13,20:25,Segunda-feira,26,8
63421,Hutto,TX,Light,8/25/13,21:00,Domingo,25,8
63422,Kerville,TX,Circle,8/24/13,20:00,Sábado,24,8
63423,Azle,TX,Cigar,8/22/13,21:11,Quinta-feira,22,8
63424,Glen Rose,TX,Circle,8/21/13,13:00,Quarta-feira,21,8
63425,Lake Jackson,TX,Light,8/18/13,22:23,Domingo,18,8
63426,Austin,TX,Rectangle,8/18/13,05:30,Domingo,18,8
63427,Arlington,TX,Disk,8/17/13,14:00,Sábado,17,8
63428,Comfort,TX,Light,8/16/13,22:00,Sexta-feira,16,8
63429,Round Rock,TX,Sphere,8/15/13,22:00,Quinta-feira,15,8
63430,Santa Fe,TX,Fireball,8/14/13,22:39,Quarta-feira,14,8
63431,Houston,TX,Light,8/13/13,18:30,Terça-feira,13,8
63432,Dallas,TX,Light,8/12/13,19:00,Segunda-feira,12,8
63433,Dallas,TX,Light,8/12/13,19:00,Segunda-feira,12,8
63434,Woodville,TX,Sphere,8/12/13,00:45,Segunda-feira,12,8
63435,Concan,TX,Circle,8/11/13,16:00,Domingo,11,8
